:==============================================================================:
| This file contains a transactional data dump of students entering and leaving|
| at the University Road drop-off gate. That is, the entrance closest to the   |
| Engineering buildings. There are three turnstiles. The first is North,       |
| denoted with 'N', and is closest to the Mineral Sciences Building. The second|
| is in the centre, denoted with 'C', and closest to the Mining Engineering    |
| Study Centre. The third is South, denoted by 'S', and is closest to the      |
| Engineering 2 Building.                                                      |
|                                                                              |
| The time stamp indicates the date and time as day/month/year HH:MM:SS. There |
| is a variable indicating whether this is an 'entry' into the campus or an    |
| 'exit' leaving the campus. The 'success' variable indicates a 'true' if the  |
| transaction was completed with only one tap of the student card, and 'false' |
| if two or more taps were required.                                           |
|                                                                              |
| The final variable indicates the system's estimate for the entry or exit     |
| transaction duration (in seconds). That is the time from when a student's    |
| card is first tapped until the turnstile is activated and locked again behind|
| the student.                                                                 |
:==============================================================================:
|         Date         |   Type   |   Turnstile  |   Success  |  Duration (s)  |
| 26/02/2020 08:16:46  |   entry  |            S |       true |          7.34  |
| 26/02/2020 08:17:40  |   entry  |            C |       true |          8.23  |
| 26/02/2020 08:18:09  |   entry  |            C |       true |          7.54  |
| 26/02/2020 08:19:48  |   entry  |            S |       true |          7.65  |
| 26/02/2020 08:20:51  |   entry  |            C |       true |          4.37  |
| 26/02/2020 08:21:27  |   entry  |            C |       true |          5.84  |
| 26/02/2020 08:22:54  |   entry  |            S |       true |          4.27  |
| 26/02/2020 08:23:52  |   entry  |            C |       true |          4.01  |
| 26/02/2020 08:24:06  |   entry  |            C |       true |          3.69  |
| 26/02/2020 08:25:24  |   entry  |            S |       true |          6.11  |
| 26/02/2020 08:25:50  |   entry  |            S |       true |          4.17  |
| 26/02/2020 08:26:33  |   entry  |            S |       true |          8.52  |
| 26/02/2020 08:26:46  |   entry  |            S |       true |          4.41  |
| 26/02/2020 08:27:20  |   entry  |            S |       true |          4.73  |
| 26/02/2020 08:28:12  |   entry  |            S |       true |          7.38  |
| 26/02/2020 08:28:16  |   entry  |            C |       true |          7.25  |
| 26/02/2020 08:28:40  |   entry  |            N |      false |          4.97  |
| 26/02/2020 08:29:14  |   entry  |            S |       true |          3.74  |
| 26/02/2020 08:30:45  |    exit  |            C |       true |          3.85  |
| 26/02/2020 08:31:34  |   entry  |            N |       true |          8.49  |
| 26/02/2020 08:32:32  |   entry  |            C |       true |           8.4  |
| 26/02/2020 08:37:09  |   entry  |            C |       true |          4.21  |
| 26/02/2020 08:38:26  |   entry  |            S |       true |          8.39  |
| 26/02/2020 08:43:05  |   entry  |            S |       true |          8.47  |
| 26/02/2020 08:43:46  |    exit  |            C |       true |          5.28  |
| 26/02/2020 08:44:47  |   entry  |            S |       true |          6.82  |
| 26/02/2020 08:44:57  |   entry  |            N |       true |          7.85  |
| 26/02/2020 08:45:24  |   entry  |            C |       true |          8.37  |
| 26/02/2020 08:46:10  |   entry  |            S |       true |          8.41  |
| 26/02/2020 08:47:42  |   entry  |            C |       true |          7.72  |
| 26/02/2020 08:47:56  |   entry  |            N |       true |          4.65  |
| 26/02/2020 08:48:54  |   entry  |            N |       true |          6.18  |
| 26/02/2020 08:49:02  |   entry  |            N |       true |          7.56  |
| 26/02/2020 08:49:11  |   entry  |            N |       true |          7.75  |
| 26/02/2020 08:49:22  |    exit  |            C |       true |          6.04  |
| 26/02/2020 08:51:25  |   entry  |            S |       true |          7.69  |
| 26/02/2020 08:52:19  |   entry  |            S |       true |          7.82  |
| 26/02/2020 08:54:28  |   entry  |            C |       true |          8.28  |
| 26/02/2020 08:56:05  |   entry  |            N |       true |          6.31  |
| 26/02/2020 08:56:24  |   entry  |            C |       true |          4.24  |
| 26/02/2020 08:59:34  |   entry  |            S |       true |          6.03  |
| 26/02/2020 09:00:06  |   entry  |            N |       true |          6.04  |
| 26/02/2020 09:01:35  |   entry  |            N |       true |           7.9  |
| 26/02/2020 09:01:45  |   entry  |            C |       true |          4.82  |
| 26/02/2020 09:02:20  |   entry  |            C |       true |          4.21  |
| 26/02/2020 09:03:27  |    exit  |            C |       true |          7.71  |
| 26/02/2020 09:04:13  |    exit  |            C |       true |          6.07  |
| 26/02/2020 09:05:38  |   entry  |            C |       true |          3.92  |
| 26/02/2020 09:07:16  |   entry  |            N |       true |           4.2  |
| 26/02/2020 09:07:26  |   entry  |            C |       true |          8.49  |
| 26/02/2020 09:07:36  |   entry  |            S |       true |          3.88  |
| 26/02/2020 09:08:10  |   entry  |            S |       true |          8.07  |
| 26/02/2020 09:08:51  |   entry  |            C |       true |          7.78  |
| 26/02/2020 09:10:32  |   entry  |            C |       true |          5.67  |
| 26/02/2020 09:12:19  |    exit  |            C |       true |          3.96  |
| 26/02/2020 09:12:21  |   entry  |            S |       true |          8.53  |
| 26/02/2020 09:12:27  |   entry  |            C |       true |          5.66  |
| 26/02/2020 09:12:45  |   entry  |            S |       true |          4.78  |
| 26/02/2020 09:12:50  |   entry  |            C |       true |          5.07  |
| 26/02/2020 09:16:41  |   entry  |            C |       true |          4.35  |
| 26/02/2020 09:18:09  |   entry  |            C |       true |          7.74  |
| 26/02/2020 09:18:47  |    exit  |            S |       true |          5.52  |
| 26/02/2020 09:19:45  |   entry  |            C |       true |          4.37  |
| 26/02/2020 09:19:52  |   entry  |            C |       true |          4.16  |
| 26/02/2020 09:20:09  |   entry  |            C |       true |          6.81  |
| 26/02/2020 09:20:14  |   entry  |            C |       true |          5.68  |
| 26/02/2020 09:20:18  |   entry  |            N |       true |             5  |
| 26/02/2020 09:21:14  |   entry  |            C |       true |          4.47  |
| 26/02/2020 09:21:30  |   entry  |            C |       true |          6.69  |
| 26/02/2020 09:23:36  |   entry  |            C |       true |          3.94  |
| 26/02/2020 09:24:44  |   entry  |            N |       true |          5.13  |
| 26/02/2020 09:24:47  |   entry  |            C |       true |          4.05  |
| 26/02/2020 09:24:56  |    exit  |            C |       true |          5.79  |
| 26/02/2020 09:26:11  |    exit  |            C |       true |          5.44  |
| 26/02/2020 09:26:12  |   entry  |            C |       true |          6.96  |
| 26/02/2020 09:28:08  |   entry  |            C |       true |          4.49  |
| 26/02/2020 09:31:41  |    exit  |            C |       true |          7.64  |
| 26/02/2020 09:31:42  |   entry  |            S |       true |          5.08  |
| 26/02/2020 09:32:58  |   entry  |            C |       true |          4.61  |
| 26/02/2020 09:33:48  |   entry  |            S |       true |          8.08  |
| 26/02/2020 09:34:07  |   entry  |            S |       true |          6.05  |
| 26/02/2020 09:36:36  |   entry  |            S |       true |          8.22  |
| 26/02/2020 09:36:42  |   entry  |            C |       true |          6.62  |
| 26/02/2020 09:36:58  |   entry  |            C |       true |          7.54  |
| 26/02/2020 09:39:23  |   entry  |            S |       true |          4.27  |
| 26/02/2020 09:39:39  |   entry  |            S |       true |           6.2  |
| 26/02/2020 09:40:36  |   entry  |            S |       true |          6.22  |
| 26/02/2020 09:40:51  |   entry  |            N |       true |          5.93  |
| 26/02/2020 09:41:18  |    exit  |            C |       true |          3.54  |
| 26/02/2020 09:43:12  |    exit  |            C |       true |          5.04  |
| 26/02/2020 09:43:20  |   entry  |            C |       true |          3.82  |
| 26/02/2020 09:43:44  |   entry  |            C |       true |          6.51  |
| 26/02/2020 09:43:44  |    exit  |            C |       true |          7.28  |
| 26/02/2020 09:44:36  |   entry  |            C |       true |          4.18  |
| 26/02/2020 09:44:51  |   entry  |            C |       true |          7.11  |
| 26/02/2020 09:47:03  |    exit  |            C |       true |          4.12  |
| 26/02/2020 09:47:22  |    exit  |            C |       true |          5.74  |
| 26/02/2020 09:48:06  |    exit  |            S |      false |             7  |
| 26/02/2020 09:48:07  |    exit  |            S |      false |          5.25  |
| 26/02/2020 09:48:13  |   entry  |            S |       true |          4.78  |
| 26/02/2020 09:48:46  |    exit  |            C |       true |          6.19  |
| 26/02/2020 09:49:13  |   entry  |            C |       true |          6.33  |
| 26/02/2020 09:49:56  |   entry  |            C |       true |          6.16  |
| 26/02/2020 09:50:48  |   entry  |            C |       true |          7.38  |
| 26/02/2020 09:50:51  |   entry  |            C |       true |          6.91  |
| 26/02/2020 09:52:22  |    exit  |            S |       true |          4.65  |
| 26/02/2020 09:54:44  |   entry  |            N |       true |          6.02  |
| 26/02/2020 09:54:55  |    exit  |            N |       true |          8.12  |
| 26/02/2020 09:54:59  |   entry  |            C |       true |          4.61  |
| 26/02/2020 09:55:25  |   entry  |            S |       true |           5.6  |
| 26/02/2020 09:55:35  |   entry  |            S |       true |          6.21  |
| 26/02/2020 09:57:45  |    exit  |            S |       true |          6.83  |
| 26/02/2020 09:57:49  |    exit  |            S |       true |          4.79  |
| 26/02/2020 09:58:30  |   entry  |            C |       true |           6.5  |
| 26/02/2020 09:58:34  |   entry  |            C |       true |          6.58  |
| 26/02/2020 09:59:04  |   entry  |            S |       true |          6.64  |
| 26/02/2020 09:59:06  |   entry  |            S |       true |          3.95  |
| 26/02/2020 09:59:32  |   entry  |            C |       true |          3.53  |
| 26/02/2020 10:00:06  |    exit  |            C |       true |          5.07  |
| 26/02/2020 10:02:37  |   entry  |            C |       true |          6.09  |
| 26/02/2020 10:04:10  |   entry  |            S |       true |          5.39  |
| 26/02/2020 10:04:59  |   entry  |            C |       true |          5.03  |
| 26/02/2020 10:05:05  |   entry  |            S |       true |          6.34  |
| 26/02/2020 10:05:34  |    exit  |            C |       true |          6.96  |
| 26/02/2020 10:05:48  |    exit  |            S |       true |          8.49  |
| 26/02/2020 10:09:14  |    exit  |            S |       true |          5.48  |
| 26/02/2020 10:11:32  |   entry  |            N |       true |          5.23  |
| 26/02/2020 10:11:46  |    exit  |            C |      false |          6.03  |
| 26/02/2020 10:12:48  |    exit  |            S |       true |          8.43  |
| 26/02/2020 10:14:32  |    exit  |            S |       true |           5.1  |
| 26/02/2020 10:15:54  |    exit  |            C |       true |          4.07  |
| 26/02/2020 10:17:45  |   entry  |            C |       true |          4.99  |
| 26/02/2020 10:17:50  |   entry  |            C |       true |          3.55  |
| 26/02/2020 10:18:24  |   entry  |            N |       true |          5.91  |
| 26/02/2020 10:19:37  |   entry  |            C |       true |          7.13  |
| 26/02/2020 10:19:37  |    exit  |            S |       true |          4.55  |
| 26/02/2020 10:19:54  |    exit  |            C |      false |          4.57  |
| 26/02/2020 10:20:50  |   entry  |            S |       true |          5.05  |
| 26/02/2020 10:21:12  |   entry  |            C |       true |          6.49  |
| 26/02/2020 10:21:39  |    exit  |            C |       true |          3.83  |
| 26/02/2020 10:22:34  |    exit  |            C |       true |          7.05  |
| 26/02/2020 10:23:30  |    exit  |            N |       true |          8.18  |
| 26/02/2020 10:23:58  |    exit  |            S |       true |          7.46  |
| 26/02/2020 10:30:22  |    exit  |            C |       true |          6.81  |
| 26/02/2020 10:31:41  |    exit  |            C |       true |          8.22  |
| 26/02/2020 10:31:53  |   entry  |            C |       true |          3.79  |
| 26/02/2020 10:32:18  |    exit  |            S |       true |          6.71  |
| 26/02/2020 10:32:44  |   entry  |            C |       true |          7.48  |
| 26/02/2020 10:33:09  |   entry  |            S |       true |          5.93  |
| 26/02/2020 10:33:11  |   entry  |            C |       true |          5.43  |
| 26/02/2020 10:34:13  |    exit  |            S |       true |          5.72  |
| 26/02/2020 10:34:42  |   entry  |            C |       true |          8.44  |
| 26/02/2020 10:34:47  |    exit  |            N |       true |          5.45  |
| 26/02/2020 10:35:37  |   entry  |            C |       true |          5.61  |
| 26/02/2020 10:36:47  |    exit  |            C |       true |          7.38  |
| 26/02/2020 10:38:55  |   entry  |            C |       true |          5.74  |
| 26/02/2020 10:39:16  |    exit  |            S |       true |          6.19  |
| 26/02/2020 10:39:25  |   entry  |            S |       true |          5.88  |
| 26/02/2020 10:40:08  |   entry  |            S |       true |             5  |
| 26/02/2020 10:40:49  |    exit  |            C |       true |          3.89  |
| 26/02/2020 10:41:02  |    exit  |            N |       true |          5.92  |
| 26/02/2020 10:42:19  |   entry  |            S |       true |          8.08  |
| 26/02/2020 10:45:01  |    exit  |            S |       true |          5.13  |
| 26/02/2020 10:47:38  |    exit  |            N |       true |          5.42  |
| 26/02/2020 10:48:09  |   entry  |            C |       true |          4.17  |
| 26/02/2020 10:48:12  |    exit  |            N |       true |          4.32  |
| 26/02/2020 10:49:50  |    exit  |            S |      false |          8.09  |
| 26/02/2020 10:50:25  |   entry  |            C |       true |          3.95  |
| 26/02/2020 10:52:24  |   entry  |            C |       true |          7.39  |
| 26/02/2020 10:52:46  |   entry  |            N |       true |          6.44  |
| 26/02/2020 10:54:24  |   entry  |            C |       true |          5.68  |
| 26/02/2020 10:55:16  |   entry  |            C |       true |          5.58  |
| 26/02/2020 10:55:47  |   entry  |            C |       true |          6.52  |
| 26/02/2020 10:55:49  |    exit  |            S |       true |          6.67  |
| 26/02/2020 10:56:03  |   entry  |            N |       true |          7.19  |
| 26/02/2020 10:59:13  |   entry  |            N |       true |          5.24  |
| 26/02/2020 10:59:30  |   entry  |            C |       true |          8.18  |
| 26/02/2020 11:01:08  |    exit  |            C |       true |          4.72  |
| 26/02/2020 11:01:21  |   entry  |            C |       true |          7.22  |
| 26/02/2020 11:01:21  |    exit  |            C |       true |          6.87  |
| 26/02/2020 11:01:47  |   entry  |            C |       true |          7.84  |
| 26/02/2020 11:02:51  |   entry  |            N |       true |          7.17  |
| 26/02/2020 11:05:03  |    exit  |            C |      false |          3.93  |
| 26/02/2020 11:05:21  |   entry  |            C |       true |          5.62  |
| 26/02/2020 11:06:10  |    exit  |            S |       true |          5.21  |
| 26/02/2020 11:07:39  |   entry  |            C |      false |          6.24  |
| 26/02/2020 11:09:13  |    exit  |            C |       true |          4.08  |
| 26/02/2020 11:11:38  |    exit  |            C |       true |          6.14  |
| 26/02/2020 11:13:05  |    exit  |            C |       true |          4.17  |
| 26/02/2020 11:13:59  |    exit  |            N |       true |          5.07  |
| 26/02/2020 11:14:17  |    exit  |            S |       true |          5.21  |
| 26/02/2020 11:14:46  |    exit  |            C |       true |          5.54  |
| 26/02/2020 11:14:47  |   entry  |            S |       true |          7.37  |
| 26/02/2020 11:15:39  |    exit  |            N |       true |          6.73  |
| 26/02/2020 11:16:33  |   entry  |            C |       true |          7.97  |
| 26/02/2020 11:16:40  |    exit  |            S |       true |          3.78  |
| 26/02/2020 11:16:46  |    exit  |            S |      false |          4.42  |
| 26/02/2020 11:17:52  |    exit  |            S |       true |          6.31  |
| 26/02/2020 11:18:34  |   entry  |            S |       true |          8.19  |
| 26/02/2020 11:18:54  |    exit  |            C |       true |          8.41  |
| 26/02/2020 11:19:16  |   entry  |            C |       true |          7.19  |
| 26/02/2020 11:20:05  |    exit  |            C |       true |          5.97  |
| 26/02/2020 11:20:42  |    exit  |            C |       true |          5.67  |
| 26/02/2020 11:23:60  |   entry  |            S |       true |          5.39  |
| 26/02/2020 11:25:40  |    exit  |            N |       true |          6.42  |
| 26/02/2020 11:26:08  |   entry  |            N |       true |          5.44  |
| 26/02/2020 11:27:02  |    exit  |            N |       true |          8.03  |
| 26/02/2020 11:27:47  |   entry  |            N |       true |          6.95  |
| 26/02/2020 11:27:57  |   entry  |            N |       true |          5.16  |
| 26/02/2020 11:28:02  |    exit  |            C |       true |          7.33  |
| 26/02/2020 11:28:34  |    exit  |            N |       true |          8.47  |
| 26/02/2020 11:28:35  |   entry  |            C |       true |          6.73  |
| 26/02/2020 11:30:05  |    exit  |            N |       true |          4.39  |
| 26/02/2020 11:32:54  |   entry  |            N |       true |          7.09  |
| 26/02/2020 11:37:07  |    exit  |            N |       true |          6.89  |
| 26/02/2020 11:38:42  |    exit  |            C |       true |          4.29  |
| 26/02/2020 11:42:24  |   entry  |            S |       true |           3.6  |
| 26/02/2020 11:42:37  |   entry  |            S |       true |          6.71  |
| 26/02/2020 11:42:47  |    exit  |            S |       true |          6.68  |
| 26/02/2020 11:46:14  |   entry  |            C |       true |          3.84  |
| 26/02/2020 11:47:06  |    exit  |            S |       true |          4.85  |
| 26/02/2020 11:48:03  |    exit  |            S |       true |          4.38  |
| 26/02/2020 11:48:57  |    exit  |            S |       true |          3.62  |
| 26/02/2020 11:52:06  |    exit  |            S |       true |          4.83  |
| 26/02/2020 11:52:39  |   entry  |            C |       true |          6.38  |
| 26/02/2020 11:53:25  |   entry  |            C |       true |             6  |
| 26/02/2020 11:53:57  |   entry  |            S |       true |          7.98  |
| 26/02/2020 11:54:03  |   entry  |            N |       true |          7.58  |
| 26/02/2020 11:54:04  |   entry  |            C |       true |          7.49  |
| 26/02/2020 11:58:10  |   entry  |            C |       true |          4.36  |
| 26/02/2020 11:59:07  |    exit  |            S |       true |          4.66  |
| 26/02/2020 11:59:17  |   entry  |            S |       true |          6.65  |
| 26/02/2020 11:59:59  |   entry  |            C |       true |          5.29  |
| 26/02/2020 12:02:16  |   entry  |            C |       true |          4.13  |
| 26/02/2020 12:03:12  |    exit  |            C |       true |          7.45  |
| 26/02/2020 12:03:39  |    exit  |            N |       true |          4.75  |
| 26/02/2020 12:04:20  |    exit  |            N |       true |          6.24  |
| 26/02/2020 12:06:04  |    exit  |            N |       true |          8.32  |
| 26/02/2020 12:06:08  |    exit  |            N |       true |          4.41  |
| 26/02/2020 12:06:09  |   entry  |            C |       true |          7.48  |
| 26/02/2020 12:07:32  |   entry  |            C |       true |          7.44  |
| 26/02/2020 12:09:26  |    exit  |            S |       true |          3.95  |
| 26/02/2020 12:10:09  |   entry  |            S |       true |           4.8  |
| 26/02/2020 12:10:23  |   entry  |            N |       true |          7.67  |
| 26/02/2020 12:12:19  |   entry  |            C |       true |          3.66  |
| 26/02/2020 12:13:11  |    exit  |            C |       true |          6.41  |
| 26/02/2020 12:14:55  |    exit  |            C |       true |          7.48  |
| 26/02/2020 12:14:60  |    exit  |            C |      false |          6.68  |
| 26/02/2020 12:15:16  |   entry  |            S |       true |          5.54  |
| 26/02/2020 12:18:53  |   entry  |            C |       true |          5.61  |
| 26/02/2020 12:19:32  |   entry  |            C |       true |          7.82  |
| 26/02/2020 12:20:43  |   entry  |            S |       true |          5.86  |
| 26/02/2020 12:20:46  |   entry  |            C |       true |          5.38  |
| 26/02/2020 12:22:38  |   entry  |            S |       true |          4.41  |
| 26/02/2020 12:23:06  |   entry  |            C |       true |          8.42  |
| 26/02/2020 12:23:18  |    exit  |            C |       true |          7.88  |
| 26/02/2020 12:23:26  |   entry  |            C |       true |          5.08  |
| 26/02/2020 12:23:31  |    exit  |            S |       true |          6.52  |
| 26/02/2020 12:24:09  |   entry  |            C |       true |          7.25  |
| 26/02/2020 12:24:42  |   entry  |            S |       true |          7.32  |
| 26/02/2020 12:25:15  |   entry  |            S |       true |          4.01  |
| 26/02/2020 12:25:57  |   entry  |            S |       true |          8.19  |
| 26/02/2020 12:26:25  |   entry  |            N |       true |          6.56  |
| 26/02/2020 12:27:02  |    exit  |            S |       true |          7.14  |
| 26/02/2020 12:27:08  |   entry  |            C |       true |          7.51  |
| 26/02/2020 12:27:58  |    exit  |            S |      false |          4.72  |
| 26/02/2020 12:29:28  |   entry  |            S |       true |          3.61  |
| 26/02/2020 12:30:31  |   entry  |            N |       true |          6.33  |
| 26/02/2020 12:31:21  |   entry  |            S |       true |          8.04  |
| 26/02/2020 12:34:29  |    exit  |            S |       true |          4.91  |
| 26/02/2020 12:35:38  |    exit  |            C |       true |          4.79  |
| 26/02/2020 12:36:28  |    exit  |            S |       true |          5.87  |
| 26/02/2020 12:36:50  |   entry  |            C |       true |          5.94  |
| 26/02/2020 12:36:59  |    exit  |            S |       true |          6.01  |
| 26/02/2020 12:38:35  |    exit  |            C |       true |           7.8  |
| 26/02/2020 12:39:30  |   entry  |            C |      false |          8.28  |
| 26/02/2020 12:40:27  |   entry  |            C |       true |          8.07  |
| 26/02/2020 12:40:31  |   entry  |            C |       true |          4.84  |
| 26/02/2020 12:40:41  |   entry  |            C |       true |          6.29  |
| 26/02/2020 12:41:06  |   entry  |            S |       true |          5.71  |
| 26/02/2020 12:44:51  |   entry  |            S |       true |          4.12  |
| 26/02/2020 12:46:27  |   entry  |            C |       true |           7.7  |
| 26/02/2020 12:50:20  |   entry  |            C |       true |          3.61  |
| 26/02/2020 12:50:21  |    exit  |            S |       true |          8.51  |
| 26/02/2020 12:50:26  |   entry  |            C |       true |          5.73  |
| 26/02/2020 12:51:58  |    exit  |            C |       true |          5.47  |
| 26/02/2020 12:53:54  |   entry  |            C |       true |          5.29  |
| 26/02/2020 12:55:27  |    exit  |            S |       true |          5.23  |
| 26/02/2020 12:55:34  |    exit  |            C |       true |          8.49  |
| 26/02/2020 12:55:44  |    exit  |            N |       true |          4.05  |
| 26/02/2020 12:56:27  |   entry  |            C |       true |          3.86  |
| 26/02/2020 12:57:29  |    exit  |            C |       true |           6.9  |
| 26/02/2020 12:57:51  |   entry  |            S |       true |          4.37  |
| 26/02/2020 12:58:06  |   entry  |            S |       true |          4.98  |
| 26/02/2020 12:58:56  |   entry  |            C |       true |          6.07  |
| 26/02/2020 12:59:36  |   entry  |            C |       true |          6.35  |
| 26/02/2020 12:59:58  |   entry  |            N |       true |           7.8  |
| 26/02/2020 13:00:06  |   entry  |            C |       true |          8.54  |
| 26/02/2020 13:00:08  |   entry  |            C |       true |          5.96  |
| 26/02/2020 13:01:27  |   entry  |            C |       true |          7.49  |
| 26/02/2020 13:02:45  |   entry  |            S |       true |          4.79  |
| 26/02/2020 13:02:46  |    exit  |            C |       true |          6.11  |
| 26/02/2020 13:03:03  |   entry  |            N |       true |          7.26  |
| 26/02/2020 13:04:09  |   entry  |            S |       true |          7.75  |
| 26/02/2020 13:04:35  |    exit  |            C |       true |          4.71  |
| 26/02/2020 13:04:52  |   entry  |            S |       true |           4.4  |
| 26/02/2020 13:05:04  |    exit  |            S |       true |          5.23  |
| 26/02/2020 13:05:47  |   entry  |            C |       true |          8.34  |
| 26/02/2020 13:07:22  |   entry  |            C |       true |          7.83  |
| 26/02/2020 13:07:47  |   entry  |            S |       true |          5.85  |
| 26/02/2020 13:07:53  |   entry  |            C |       true |          7.39  |
| 26/02/2020 13:09:09  |    exit  |            C |       true |          5.23  |
| 26/02/2020 13:09:53  |   entry  |            C |       true |          7.66  |
| 26/02/2020 13:10:23  |    exit  |            C |       true |          5.96  |
| 26/02/2020 13:10:27  |   entry  |            S |       true |          6.09  |
| 26/02/2020 13:11:19  |    exit  |            C |       true |           7.3  |
| 26/02/2020 13:12:05  |    exit  |            C |       true |          6.14  |
| 26/02/2020 13:12:08  |    exit  |            C |       true |          8.48  |
| 26/02/2020 13:13:49  |   entry  |            C |       true |          8.43  |
| 26/02/2020 13:14:41  |    exit  |            N |       true |          6.02  |
| 26/02/2020 13:15:11  |   entry  |            C |       true |          4.87  |
| 26/02/2020 13:18:26  |    exit  |            C |      false |          5.31  |
| 26/02/2020 13:20:10  |   entry  |            S |       true |           4.1  |
| 26/02/2020 13:20:28  |   entry  |            S |       true |          6.27  |
| 26/02/2020 13:22:01  |   entry  |            S |       true |          4.61  |
| 26/02/2020 13:22:02  |   entry  |            C |       true |          4.38  |
| 26/02/2020 13:22:47  |    exit  |            N |       true |          7.15  |
| 26/02/2020 13:23:28  |   entry  |            S |       true |          8.18  |
| 26/02/2020 13:24:02  |    exit  |            C |       true |          8.34  |
| 26/02/2020 13:24:19  |    exit  |            C |       true |          6.13  |
| 26/02/2020 13:24:49  |    exit  |            C |       true |          8.41  |
| 26/02/2020 13:25:10  |   entry  |            N |       true |          5.08  |
| 26/02/2020 13:25:10  |    exit  |            N |       true |          8.13  |
| 26/02/2020 13:25:46  |   entry  |            S |       true |          5.26  |
| 26/02/2020 13:30:49  |   entry  |            N |       true |          6.16  |
| 26/02/2020 13:30:51  |   entry  |            S |       true |           5.5  |
| 26/02/2020 13:32:43  |   entry  |            C |       true |          6.83  |
| 26/02/2020 13:34:18  |    exit  |            N |      false |          7.22  |
| 26/02/2020 13:35:16  |   entry  |            C |       true |           5.4  |
| 26/02/2020 13:35:25  |   entry  |            N |       true |          4.48  |
| 26/02/2020 13:36:33  |   entry  |            C |       true |          5.86  |
| 26/02/2020 13:37:00  |   entry  |            C |       true |          7.06  |
| 26/02/2020 13:37:47  |   entry  |            C |       true |          4.84  |
| 26/02/2020 13:39:13  |   entry  |            N |       true |          4.97  |
| 26/02/2020 13:39:59  |   entry  |            C |       true |          6.43  |
| 26/02/2020 13:39:60  |   entry  |            N |       true |          7.52  |
| 26/02/2020 13:40:01  |    exit  |            C |       true |          3.82  |
| 26/02/2020 13:40:56  |    exit  |            S |       true |          6.59  |
| 26/02/2020 13:41:05  |    exit  |            C |       true |          5.58  |
| 26/02/2020 13:41:12  |   entry  |            C |       true |          6.65  |
| 26/02/2020 13:42:20  |    exit  |            S |       true |          5.64  |
| 26/02/2020 13:42:21  |    exit  |            C |       true |          4.28  |
| 26/02/2020 13:42:24  |    exit  |            C |      false |          7.91  |
| 26/02/2020 13:45:46  |   entry  |            C |       true |          4.52  |
| 26/02/2020 13:47:42  |   entry  |            S |       true |          5.59  |
| 26/02/2020 13:47:46  |    exit  |            S |       true |          3.92  |
| 26/02/2020 13:47:50  |    exit  |            S |      false |          5.54  |
| 26/02/2020 13:48:01  |    exit  |            S |       true |          6.38  |
| 26/02/2020 13:48:19  |    exit  |            C |       true |          7.42  |
| 26/02/2020 13:48:21  |    exit  |            S |       true |          7.23  |
| 26/02/2020 13:48:54  |    exit  |            C |       true |          5.05  |
| 26/02/2020 13:48:56  |   entry  |            C |       true |          6.66  |
| 26/02/2020 13:49:58  |   entry  |            C |       true |          5.12  |
| 26/02/2020 13:50:26  |    exit  |            S |      false |          8.42  |
| 26/02/2020 13:52:04  |    exit  |            S |      false |          3.91  |
| 26/02/2020 13:54:38  |    exit  |            C |       true |          8.15  |
| 26/02/2020 13:54:42  |   entry  |            S |       true |          3.52  |
| 26/02/2020 13:54:43  |    exit  |            N |       true |          7.22  |
| 26/02/2020 13:55:19  |    exit  |            C |       true |          8.37  |
| 26/02/2020 13:56:34  |   entry  |            S |       true |          7.99  |
| 26/02/2020 13:56:35  |   entry  |            S |       true |          8.52  |
| 26/02/2020 13:58:06  |   entry  |            C |       true |           5.3  |
| 26/02/2020 13:58:28  |    exit  |            N |       true |          5.09  |
| 26/02/2020 13:58:35  |   entry  |            N |       true |          5.16  |
| 26/02/2020 13:59:14  |    exit  |            C |       true |          4.38  |
| 26/02/2020 13:59:40  |    exit  |            C |      false |          6.87  |
| 26/02/2020 14:00:31  |   entry  |            N |       true |          6.58  |
| 26/02/2020 14:03:32  |   entry  |            S |       true |          7.67  |
| 26/02/2020 14:03:50  |    exit  |            S |      false |          3.91  |
| 26/02/2020 14:06:42  |    exit  |            N |       true |          6.59  |
| 26/02/2020 14:10:00  |   entry  |            N |       true |          7.24  |
| 26/02/2020 14:13:41  |    exit  |            N |       true |          6.24  |
| 26/02/2020 14:15:51  |   entry  |            S |       true |          7.76  |
| 26/02/2020 14:16:48  |   entry  |            N |       true |           5.9  |
| 26/02/2020 14:20:43  |   entry  |            C |       true |           6.6  |
| 26/02/2020 14:21:16  |    exit  |            N |       true |          6.19  |
| 26/02/2020 14:21:38  |    exit  |            S |       true |          6.21  |
| 26/02/2020 14:23:02  |    exit  |            C |       true |          6.58  |
| 26/02/2020 14:24:47  |   entry  |            C |       true |          4.85  |
| 26/02/2020 14:25:39  |    exit  |            N |      false |          7.32  |
| 26/02/2020 14:28:26  |   entry  |            S |       true |          5.13  |
| 26/02/2020 14:29:52  |    exit  |            S |       true |          7.64  |
| 26/02/2020 14:30:13  |   entry  |            C |       true |          6.53  |
| 26/02/2020 14:31:45  |   entry  |            N |       true |          6.12  |
| 26/02/2020 14:33:12  |   entry  |            C |       true |          7.11  |
| 26/02/2020 14:34:12  |    exit  |            C |       true |          5.14  |
| 26/02/2020 14:35:19  |    exit  |            N |       true |          6.66  |
| 26/02/2020 14:35:31  |   entry  |            S |       true |          3.75  |
