,Date,Type,Turnstile,Success,Duration (s)
1167,24/02/2020 00:00:1200,entry,N,true,3.9
1168,24/02/2020 00:00:1201,exit,C,true,6.54
1169,24/02/2020 00:00:1202,exit,C,true,3.96
1170,24/02/2020 00:00:1203,entry,N,true,8.27
1171,24/02/2020 00:00:1204,entry,C,true,6.08
1172,24/02/2020 00:00:1205,exit,C,true,7.87
1173,24/02/2020 00:00:1206,exit,N,true,4.42
1174,24/02/2020 00:00:1207,exit,S,true,3.66
1175,24/02/2020 00:00:1208,exit,S,true,5.76
1176,24/02/2020 00:00:1209,entry,S,true,6.2
1177,24/02/2020 00:00:1210,exit,C,true,4.5
1178,24/02/2020 00:00:1211,exit,S,true,7.63
1179,24/02/2020 00:00:1212,entry,C,true,3.86
1180,24/02/2020 00:00:1213,entry,S,true,8.19
1181,24/02/2020 00:00:1214,entry,C,true,4.99
1182,24/02/2020 00:00:1215,entry,S,true,3.61
1183,24/02/2020 00:00:1216,exit,N,true,4.77
1184,24/02/2020 00:00:1217,exit,S,true,4.24
1185,24/02/2020 00:00:1218,exit,N,true,5.99
1186,24/02/2020 00:00:1219,entry,C,true,5.78
1187,24/02/2020 00:00:1220,exit,N,true,6.86
1188,24/02/2020 00:00:1221,entry,S,true,8.32
1189,24/02/2020 00:00:1222,entry,S,true,5.59
1190,24/02/2020 00:00:1223,entry,C,true,5.13
1191,24/02/2020 00:00:1224,entry,N,true,4.72
1192,24/02/2020 00:00:1225,entry,N,true,8.51
1193,24/02/2020 00:00:1226,exit,C,true,7.09
1194,24/02/2020 00:00:1227,entry,N,true,6.49
1195,24/02/2020 00:00:1228,exit,N,true,6.29
1196,24/02/2020 00:00:1229,entry,C,true,4.24
1197,24/02/2020 00:00:1230,entry,C,true,4.21
1198,24/02/2020 00:00:1231,exit,S,true,4.84
1199,24/02/2020 00:00:1232,exit,C,true,6.8
1200,24/02/2020 00:00:1233,exit,N,true,3.52
1201,24/02/2020 00:00:1234,exit,C,true,5.95
1202,24/02/2020 00:00:1235,entry,C,true,4.41
1203,24/02/2020 00:00:1236,exit,S,true,4.15
1204,24/02/2020 00:00:1237,entry,C,true,7.01
1205,24/02/2020 00:00:1238,entry,S,true,3.71
1206,24/02/2020 00:00:1239,entry,C,true,7.38
1207,24/02/2020 00:00:1240,exit,N,true,7.61
1208,24/02/2020 00:00:1241,exit,S,true,5.86
1209,24/02/2020 00:00:1242,exit,C,true,3.93
1210,24/02/2020 00:00:1243,entry,C,true,3.64
1211,24/02/2020 00:00:1244,exit,N,true,6.64
1212,24/02/2020 00:00:1245,entry,S,true,5.3
1213,24/02/2020 00:00:1246,exit,C,true,6.67
1214,24/02/2020 00:00:1247,entry,S,true,6.25
1215,24/02/2020 00:00:1248,entry,N,true,7.67
1216,24/02/2020 00:00:1249,entry,C,true,6.69
1217,24/02/2020 00:00:1250,exit,S,true,7.09
1218,24/02/2020 00:00:1251,entry,C,true,4.48
1219,24/02/2020 00:00:1252,entry,N,true,8.43
1220,24/02/2020 00:00:1253,exit,C,true,4.1
1221,24/02/2020 00:00:1254,entry,C,true,5.25
1222,24/02/2020 00:00:1255,entry,S,false,7.47
1223,24/02/2020 00:00:1256,entry,C,true,4.37
1224,24/02/2020 00:00:1257,exit,C,true,7.42
1225,24/02/2020 00:00:1258,entry,N,false,4.45
1226,24/02/2020 00:00:1259,exit,S,true,6.06
1227,24/02/2020 00:00:1260,entry,N,true,4.72
1228,24/02/2020 00:00:1261,entry,C,true,5.58
1229,24/02/2020 00:00:1262,exit,C,false,7.91
1230,24/02/2020 00:00:1263,entry,C,true,6.29
1231,24/02/2020 00:00:1264,entry,N,true,6.4
1232,24/02/2020 00:00:1265,exit,C,true,7.76
1233,24/02/2020 00:00:1266,entry,S,true,4.49
1234,24/02/2020 00:00:1267,entry,C,true,3.92
1235,24/02/2020 00:00:1268,exit,S,true,7.81
1236,24/02/2020 00:00:1269,exit,S,true,7.17
1237,24/02/2020 00:00:1270,entry,S,true,5.6
1238,24/02/2020 00:00:1271,exit,S,true,8.3
1239,24/02/2020 00:00:1272,entry,C,true,5.41
1240,24/02/2020 00:00:1273,entry,C,true,3.88
1241,24/02/2020 00:00:1274,exit,C,true,3.66
1242,24/02/2020 00:00:1275,exit,S,true,6.7
1243,24/02/2020 00:00:1276,exit,C,true,6.79
1244,24/02/2020 00:00:1277,exit,S,true,5.36
1245,24/02/2020 00:00:1278,exit,C,true,7.47
1246,24/02/2020 00:00:1279,exit,C,true,6.56
1247,24/02/2020 00:00:1280,exit,C,true,7.73
1248,24/02/2020 00:00:1281,exit,C,true,4.72
1249,24/02/2020 00:00:1282,entry,C,true,7.53
1250,24/02/2020 00:00:1283,entry,C,true,5.15
1251,24/02/2020 00:00:1284,exit,C,true,4.85
1252,24/02/2020 00:00:1285,exit,C,true,5.43
1253,24/02/2020 00:00:1286,exit,N,true,6.4
1254,24/02/2020 00:00:1287,entry,S,true,7.99
1255,24/02/2020 00:00:1288,exit,S,true,7
1256,24/02/2020 00:00:1289,exit,C,true,4.46
1257,24/02/2020 00:00:1290,entry,C,true,6.1
1258,24/02/2020 00:00:1291,exit,C,false,6.97
1259,24/02/2020 00:00:1292,entry,S,true,6.56
1260,24/02/2020 00:00:1293,exit,C,true,7.54
1261,24/02/2020 00:00:1294,exit,S,true,6.28
1262,24/02/2020 00:00:1295,exit,S,true,3.93
1263,24/02/2020 00:00:1296,exit,S,true,6.87
1264,24/02/2020 00:00:1297,exit,C,true,5.54
1265,24/02/2020 00:00:1298,entry,S,true,5.12
1266,24/02/2020 00:00:1299,entry,N,true,5.41
1267,24/02/2020 00:00:1300,entry,N,true,7.16
1268,24/02/2020 00:00:1301,entry,C,true,7.22
1269,24/02/2020 00:00:1302,entry,C,true,7.79
1270,24/02/2020 00:00:1303,entry,C,true,3.75
1271,24/02/2020 00:00:1304,exit,S,true,3.74
1272,24/02/2020 00:00:1305,entry,C,true,6.06
1273,24/02/2020 00:00:1306,entry,N,true,5.6
1274,24/02/2020 00:00:1307,exit,S,true,6.35
1275,24/02/2020 00:00:1308,exit,S,true,4.48
1276,24/02/2020 00:00:1309,entry,N,true,5.45
1277,24/02/2020 00:00:1310,exit,S,true,7.74
1278,24/02/2020 00:00:1311,entry,C,true,7.86
1279,24/02/2020 00:00:1312,exit,C,true,8.51
1280,24/02/2020 00:00:1313,entry,S,true,3.56
1281,24/02/2020 00:00:1314,exit,C,true,5.46
1282,24/02/2020 00:00:1315,exit,C,true,4.87
1283,24/02/2020 00:00:1316,exit,S,false,4.36
1284,24/02/2020 00:00:1317,entry,N,true,7.66
1285,24/02/2020 00:00:1318,entry,S,true,6.18
1286,24/02/2020 00:00:1319,entry,S,true,4.14
1287,24/02/2020 00:00:1320,exit,C,true,7.63
1288,24/02/2020 00:00:1321,exit,S,false,7.85
1289,24/02/2020 00:00:1322,entry,S,true,8.51
1290,24/02/2020 00:00:1323,exit,C,true,5.99
1291,24/02/2020 00:00:1324,entry,C,true,7.59
1292,24/02/2020 00:00:1325,exit,C,true,6.44
1293,24/02/2020 00:00:1326,entry,N,true,6.89
1294,24/02/2020 00:00:1327,exit,C,true,6.14
1295,24/02/2020 00:00:1328,entry,N,true,4.08
1296,24/02/2020 00:00:1329,exit,C,true,7.96
1297,24/02/2020 00:00:1330,entry,S,false,8.43
1298,24/02/2020 00:00:1331,entry,S,true,6.55
1299,24/02/2020 00:00:1332,entry,C,true,4.82
1300,24/02/2020 00:00:1333,exit,C,true,5.67
1301,24/02/2020 00:00:1334,exit,C,false,6.06
1302,24/02/2020 00:00:1335,entry,N,true,8.08
1303,24/02/2020 00:00:1336,exit,S,true,4.38
1304,24/02/2020 00:00:1337,exit,C,true,5.49
1305,24/02/2020 00:00:1338,entry,C,true,4.44
1306,24/02/2020 00:00:1339,exit,C,true,6.38
1307,24/02/2020 00:00:1340,entry,N,true,6.29
1308,24/02/2020 00:00:1341,entry,C,true,5.25
1309,24/02/2020 00:00:1342,entry,C,true,4.01
1310,24/02/2020 00:00:1343,entry,C,true,4.47
1311,24/02/2020 00:00:1344,exit,C,false,5.59
1312,24/02/2020 00:00:1345,entry,C,true,6.77
1313,24/02/2020 00:00:1346,entry,C,true,8.26
1314,24/02/2020 00:00:1347,entry,N,true,4.46
1315,24/02/2020 00:00:1348,entry,S,true,4.17
1316,24/02/2020 00:00:1349,exit,S,true,4.99
1317,24/02/2020 00:00:1350,exit,N,true,4.33
1318,24/02/2020 00:00:1351,entry,C,true,5.98
1319,24/02/2020 00:00:1352,exit,S,true,4.78
1320,24/02/2020 00:00:1353,entry,N,true,6.58
1321,24/02/2020 00:00:1354,entry,C,true,6.97
1322,24/02/2020 00:00:1355,entry,C,true,7.11
1323,24/02/2020 00:00:1356,entry,C,true,4.75
1324,24/02/2020 00:00:1357,entry,C,true,8.52
1325,24/02/2020 00:00:1358,exit,S,true,8.16
1326,24/02/2020 00:00:1359,entry,S,true,3.83
1327,24/02/2020 00:00:1360,exit,N,true,4.79
1328,24/02/2020 00:00:1361,exit,S,true,5.22
1329,24/02/2020 00:00:1362,entry,N,true,4.58
1330,24/02/2020 00:00:1363,entry,C,true,3.57
1331,24/02/2020 00:00:1364,entry,S,true,6.07
1332,24/02/2020 00:00:1365,entry,C,true,4.54
1333,24/02/2020 00:00:1366,entry,S,true,4.78
1334,24/02/2020 00:00:1367,exit,S,true,4.42
1335,24/02/2020 00:00:1368,entry,C,true,8.53
1336,24/02/2020 00:00:1369,entry,C,true,7.75
1337,24/02/2020 00:00:1370,exit,C,true,4.77
1338,24/02/2020 00:00:1371,entry,C,true,7.51
1339,24/02/2020 00:00:1372,entry,S,true,5.12
1340,24/02/2020 00:00:1373,exit,C,true,3.96
1341,24/02/2020 00:00:1374,exit,S,true,8.31
1342,24/02/2020 00:00:1375,exit,C,true,5.32
1343,24/02/2020 00:00:1376,entry,S,true,5.66
1344,24/02/2020 00:00:1377,exit,S,true,4.19
1345,24/02/2020 00:00:1378,entry,C,true,6.1
1346,24/02/2020 00:00:1379,entry,S,true,5.24
1347,24/02/2020 00:00:1380,exit,C,true,6.37
1348,24/02/2020 00:00:1381,exit,N,true,6.36
1349,24/02/2020 00:00:1382,entry,C,true,7.06
1350,24/02/2020 00:00:1383,entry,N,true,6.51
1351,24/02/2020 00:00:1384,entry,S,true,7.04
1352,24/02/2020 00:00:1385,entry,C,true,3.58
1353,24/02/2020 00:00:1386,exit,S,true,4.63
1354,24/02/2020 00:00:1387,entry,S,true,4.89
1355,24/02/2020 00:00:1388,exit,C,true,5.28
1356,24/02/2020 00:00:1389,exit,S,true,7.15
1357,24/02/2020 00:00:1390,entry,S,true,8.28
1358,24/02/2020 00:00:1391,exit,N,true,7.9
1359,24/02/2020 00:00:1392,entry,C,true,7.41
1360,24/02/2020 00:00:1393,exit,C,true,7.78
1361,24/02/2020 00:00:1394,exit,C,true,6.58
1362,24/02/2020 00:00:1395,entry,C,true,4.3
1363,24/02/2020 00:00:1396,exit,C,false,3.92
1364,24/02/2020 00:00:1397,exit,C,false,4.87
1365,24/02/2020 00:00:1398,entry,C,true,4.17
1366,24/02/2020 00:00:1399,exit,C,true,7.69
1367,24/02/2020 00:00:1400,exit,C,true,8.25
1368,24/02/2020 00:00:1401,exit,S,true,7
1369,24/02/2020 00:00:1402,entry,C,true,4.83
1370,24/02/2020 00:00:1403,entry,C,false,7.9
1371,24/02/2020 00:00:1404,exit,C,true,3.62
1372,24/02/2020 00:00:1405,exit,C,true,6.63
1373,24/02/2020 00:00:1406,entry,S,true,3.81
1374,24/02/2020 00:00:1407,exit,N,true,8.03
1375,24/02/2020 00:00:1408,entry,C,true,7.3
1376,24/02/2020 00:00:1409,entry,C,true,6.08
1377,24/02/2020 00:00:1410,entry,C,true,5.98
1378,24/02/2020 00:00:1411,exit,S,true,5.22
1379,24/02/2020 00:00:1412,exit,C,true,5.81
1380,24/02/2020 00:00:1413,exit,S,true,6.5
1381,24/02/2020 00:00:1414,exit,C,true,4.24
1382,24/02/2020 00:00:1415,exit,N,true,4.07
1383,24/02/2020 00:00:1416,exit,S,false,5.75
1384,24/02/2020 00:00:1417,entry,C,true,5.48
1385,24/02/2020 00:00:1418,exit,N,true,7.51
1386,24/02/2020 00:00:1419,entry,C,true,7.27
1387,24/02/2020 00:00:1420,entry,C,true,6.5
1388,24/02/2020 00:00:1421,exit,C,true,7.39
1389,24/02/2020 00:00:1422,exit,C,true,4.92
1390,24/02/2020 00:00:1423,exit,C,true,4.59
1391,24/02/2020 00:00:1424,exit,S,true,5.8
1392,24/02/2020 00:00:1425,entry,S,true,6.18
1393,24/02/2020 00:00:1426,exit,C,true,6.13
1394,24/02/2020 00:00:1427,exit,N,true,4.44
1395,24/02/2020 00:00:1428,exit,C,true,6.89
1396,24/02/2020 00:00:1429,exit,C,true,5.7
1397,24/02/2020 00:00:1430,exit,N,false,4.16
1398,24/02/2020 00:00:1431,exit,C,true,7.96
1399,24/02/2020 00:00:1432,exit,S,true,6.15
1400,24/02/2020 00:00:1433,entry,S,true,7.23
1401,24/02/2020 00:00:1434,exit,C,false,7.77
1402,24/02/2020 00:00:1435,exit,C,false,3.84
1403,24/02/2020 00:00:1436,entry,N,true,3.87
1404,24/02/2020 00:00:1437,exit,C,true,5.32
1405,24/02/2020 00:00:1438,entry,S,true,5.56
1406,24/02/2020 00:00:1439,entry,C,true,8.04
1407,24/02/2020 00:00:1440,entry,C,true,8.03
1408,24/02/2020 00:00:1441,exit,N,true,4.71
1409,24/02/2020 00:00:1442,exit,C,true,4.72
1410,24/02/2020 00:00:1443,exit,S,true,7.19
1411,24/02/2020 00:00:1444,exit,S,true,5.04
1412,24/02/2020 00:00:1445,exit,C,true,5
1413,24/02/2020 00:00:1446,exit,C,true,7.32
1414,24/02/2020 00:00:1447,exit,C,true,7.6
1415,24/02/2020 00:00:1448,exit,C,true,5.13
1416,24/02/2020 00:00:1449,exit,N,true,4.79
1417,24/02/2020 00:00:1450,entry,S,true,7.57
1418,24/02/2020 00:00:1451,exit,C,false,8.01
1419,24/02/2020 00:00:1452,entry,C,true,5.55
1420,24/02/2020 00:00:1453,entry,C,true,5.81
1421,24/02/2020 00:00:1454,exit,C,true,4.12
1422,24/02/2020 00:00:1455,entry,S,true,8.21
1423,24/02/2020 00:00:1456,exit,S,true,8.28
1424,24/02/2020 00:00:1457,exit,C,true,6.27
1425,24/02/2020 00:00:1458,exit,C,true,3.97
1426,24/02/2020 00:00:1459,exit,C,true,8.43
1427,24/02/2020 00:00:1460,exit,C,true,5.27
1428,24/02/2020 00:00:1461,exit,S,true,3.93
1429,24/02/2020 00:00:1462,exit,C,true,5.56
1430,24/02/2020 00:00:1463,exit,S,true,7.44
1431,24/02/2020 00:00:1464,exit,S,true,8.52
1432,24/02/2020 00:00:1465,entry,S,true,8.11
1433,24/02/2020 00:00:1466,exit,C,true,7.71
1434,24/02/2020 00:00:1467,entry,C,true,6.23
1435,24/02/2020 00:00:1468,exit,C,true,3.78
1436,24/02/2020 00:00:1469,exit,C,true,7.55
1437,24/02/2020 00:00:1470,exit,C,true,3.89
1438,24/02/2020 00:00:1471,exit,S,true,3.52
1439,24/02/2020 00:00:1472,entry,C,true,5.93
1440,24/02/2020 00:00:1473,exit,N,true,4.02
1441,24/02/2020 00:00:1474,exit,C,true,7.31
1442,24/02/2020 00:00:1475,exit,C,false,8.26
1443,24/02/2020 00:00:1476,exit,S,true,4.7
1444,24/02/2020 00:00:1477,exit,S,true,5.93
1445,24/02/2020 00:00:1478,exit,N,false,5.4
1446,24/02/2020 00:00:1479,exit,S,true,7.69
1447,24/02/2020 00:00:1480,exit,C,true,5.47
1448,24/02/2020 00:00:1481,exit,S,true,8.53
1449,24/02/2020 00:00:1482,entry,C,true,7.74
1450,24/02/2020 00:00:1483,exit,C,true,3.76
1451,24/02/2020 00:00:1484,exit,C,true,3.55
1452,24/02/2020 00:00:1485,exit,S,true,5.14
1453,24/02/2020 00:00:1486,exit,C,true,6.26
1454,24/02/2020 00:00:1487,exit,N,true,4.52
1455,24/02/2020 00:00:1488,entry,S,true,6.68
1456,24/02/2020 00:00:1489,entry,C,true,6.34
1457,24/02/2020 00:00:1490,exit,C,true,5.32
1458,24/02/2020 00:00:1491,exit,N,true,5.72
1459,24/02/2020 00:00:1492,exit,C,true,6.36
1460,24/02/2020 00:00:1493,exit,C,true,6.26
1461,24/02/2020 00:00:1494,exit,N,true,5.74
1462,24/02/2020 00:00:1495,entry,C,true,7.71
1463,24/02/2020 00:00:1496,exit,C,true,6.27
1464,24/02/2020 00:00:1497,exit,N,true,5.76
1465,24/02/2020 00:00:1498,exit,C,true,4.85
1466,24/02/2020 00:00:1499,exit,N,true,5.92
1467,24/02/2020 00:00:1500,exit,N,false,6.07
1468,24/02/2020 00:00:1501,exit,S,true,6.94
1469,24/02/2020 00:00:1502,exit,N,true,6.94
1470,24/02/2020 00:00:1503,exit,S,true,7.71
1471,24/02/2020 00:00:1504,exit,N,true,5.56
1472,24/02/2020 00:00:1505,exit,N,true,8.14
1473,24/02/2020 00:00:1506,exit,S,true,5.74
1474,24/02/2020 00:00:1507,exit,C,true,6.63
1475,24/02/2020 00:00:1508,exit,N,true,6.41
1476,24/02/2020 00:00:1509,exit,C,true,5.43
1477,24/02/2020 00:00:1510,entry,S,true,7.06
1478,24/02/2020 00:00:1511,exit,C,true,5.83
1479,24/02/2020 00:00:1512,exit,S,true,6.09
1480,24/02/2020 00:00:1513,exit,C,false,7.89
1481,24/02/2020 00:00:1514,exit,S,true,4.5
1482,24/02/2020 00:00:1515,exit,C,true,4.77
1483,24/02/2020 00:00:1516,exit,S,true,7.38
1484,24/02/2020 00:00:1517,exit,C,true,8.41
1485,24/02/2020 00:00:1518,exit,C,true,5.51
1486,24/02/2020 00:00:1519,exit,S,true,6.98
1487,24/02/2020 00:00:1520,exit,S,true,4.17
1488,24/02/2020 00:00:1521,exit,S,true,3.59
1489,24/02/2020 00:00:1522,exit,S,true,7.74
1490,24/02/2020 00:00:1523,exit,N,true,5.59
1491,24/02/2020 00:00:1524,entry,C,true,7.71
1492,24/02/2020 00:00:1525,exit,C,true,5.71
1493,24/02/2020 00:00:1526,exit,C,true,7.6
1494,24/02/2020 00:00:1527,exit,S,true,5.78
1495,24/02/2020 00:00:1528,exit,C,true,3.82
1496,24/02/2020 00:00:1529,exit,C,true,5.42
1497,24/02/2020 00:00:1530,exit,C,true,6.97
1498,24/02/2020 00:00:1531,exit,N,false,7.03
1499,24/02/2020 00:00:1532,exit,C,true,6.24
1500,24/02/2020 00:00:1533,exit,S,true,6.36
1501,24/02/2020 00:00:1534,exit,C,true,5.85
1502,24/02/2020 00:00:1535,exit,N,true,6.8
1503,24/02/2020 00:00:1536,exit,C,true,6.45
1504,24/02/2020 00:00:1537,exit,S,true,7.77
1505,24/02/2020 00:00:1538,exit,S,true,5.34
1506,24/02/2020 00:00:1539,exit,N,true,7.23
1507,24/02/2020 00:00:1540,exit,S,true,5.1
1508,24/02/2020 00:00:1541,exit,N,true,4.03
1509,24/02/2020 00:00:1542,exit,S,true,5.77
1510,24/02/2020 00:00:1543,exit,C,true,4.04
1511,24/02/2020 00:00:1544,exit,C,true,5.29
1512,24/02/2020 00:00:1545,exit,S,true,4.78
1513,24/02/2020 00:00:1546,exit,C,true,7.07
1514,24/02/2020 00:00:1547,exit,C,true,6.12
1515,24/02/2020 00:00:1548,exit,S,true,4.61
1516,24/02/2020 00:00:1549,exit,C,true,6.08
1517,24/02/2020 00:00:1550,exit,C,true,4.67
1518,24/02/2020 00:00:1551,exit,C,true,7.31
1519,24/02/2020 00:00:1552,exit,C,true,7.3
1520,24/02/2020 00:00:1553,exit,S,true,6.54
1521,24/02/2020 00:00:1554,exit,C,true,7.86
1522,24/02/2020 00:00:1555,exit,S,true,3.81
1523,24/02/2020 00:00:1556,exit,N,true,6.43
1524,24/02/2020 00:00:1557,exit,S,true,3.81
1525,24/02/2020 00:00:1558,exit,S,true,6.14
1526,24/02/2020 00:00:1559,exit,C,true,7.05
1527,24/02/2020 00:00:1560,exit,C,true,3.57
1528,24/02/2020 00:00:1561,exit,N,true,7.6
1529,24/02/2020 00:00:1562,exit,N,true,8.36
1530,24/02/2020 00:00:1563,entry,N,true,7.69
1531,24/02/2020 00:00:1564,exit,N,true,3.86
1532,24/02/2020 00:00:1565,exit,C,true,8
1533,24/02/2020 00:00:1566,exit,N,true,7.97
1534,24/02/2020 00:00:1567,exit,C,true,5.93
1535,24/02/2020 00:00:1568,exit,C,true,3.89
1536,24/02/2020 00:00:1569,exit,S,true,8.34
1537,24/02/2020 00:00:1570,exit,S,true,6.54
1538,24/02/2020 00:00:1571,exit,C,true,5.08
1539,24/02/2020 00:00:1572,exit,C,true,5.61
1540,24/02/2020 00:00:1573,exit,S,true,4.53
1541,24/02/2020 00:00:1574,exit,S,true,3.88
1542,24/02/2020 00:00:1575,exit,S,true,8.54
1543,24/02/2020 00:00:1576,exit,C,true,7.22
1544,24/02/2020 00:00:1577,exit,S,true,5.02
1545,24/02/2020 00:00:1578,exit,N,true,4.55
1546,24/02/2020 00:00:1579,exit,C,true,7.93
1547,24/02/2020 00:00:1580,exit,S,true,6.5
1548,24/02/2020 00:00:1581,exit,N,true,7.86
1549,24/02/2020 00:00:1582,exit,S,false,6.38
1550,24/02/2020 00:00:1583,exit,N,true,6.51
1551,24/02/2020 00:00:1584,exit,C,true,4.16
1552,24/02/2020 00:00:1585,exit,S,true,7.94
1553,24/02/2020 00:00:1586,entry,C,true,7.69
1554,24/02/2020 00:00:1587,exit,S,true,4.28
1555,24/02/2020 00:00:1588,exit,S,true,6.95
1556,24/02/2020 00:00:1589,entry,N,true,8.44
1557,24/02/2020 00:00:1590,exit,S,true,4.99
1558,24/02/2020 00:00:1591,exit,C,true,4.09
1559,24/02/2020 00:00:1592,exit,N,true,8.27
1560,24/02/2020 00:00:1593,exit,C,true,3.87
1561,24/02/2020 00:00:1594,exit,C,true,6.08
1562,24/02/2020 00:00:1595,exit,C,true,5.48
1563,24/02/2020 00:00:1596,exit,N,true,5.74
1564,24/02/2020 00:00:1597,exit,C,true,7.05
1565,24/02/2020 00:00:1598,exit,C,true,4.99
1566,24/02/2020 00:00:1599,exit,C,false,3.95
1567,24/02/2020 00:00:1600,exit,S,true,6.05
1568,24/02/2020 00:00:1601,exit,N,true,5.64
1569,24/02/2020 00:00:1602,exit,S,true,3.94
1570,24/02/2020 00:00:1603,exit,C,true,3.95
1571,24/02/2020 00:00:1604,exit,C,true,6.33
1572,24/02/2020 00:00:1605,exit,S,false,7.21
1573,24/02/2020 00:00:1606,exit,C,false,5.83
1574,24/02/2020 00:00:1607,exit,C,true,4.09
1575,24/02/2020 00:00:1608,exit,S,false,7.48
1576,24/02/2020 00:00:1609,exit,N,true,6.99
1577,24/02/2020 00:00:1610,exit,C,false,3.67
1578,24/02/2020 00:00:1611,exit,C,true,4.03
1579,24/02/2020 00:00:1612,entry,S,true,7.4
1580,24/02/2020 00:00:1613,exit,C,true,7.83
1581,24/02/2020 00:00:1614,exit,N,true,8.08
1582,24/02/2020 00:00:1615,exit,N,true,7.83
1583,24/02/2020 00:00:1616,exit,N,true,8.06
1584,24/02/2020 00:00:1617,exit,C,true,3.92
1585,24/02/2020 00:00:1618,entry,C,true,7.04
1586,24/02/2020 00:00:1619,exit,C,true,6.7
1587,24/02/2020 00:00:1620,exit,C,true,5.95
1588,24/02/2020 00:00:1621,exit,N,true,6.84
1589,24/02/2020 00:00:1622,exit,C,true,8.14
1590,24/02/2020 00:00:1623,entry,C,true,7.85
1591,24/02/2020 00:00:1624,exit,S,true,8.43
1592,24/02/2020 00:00:1625,entry,S,true,3.53
1593,24/02/2020 00:00:1626,exit,C,true,4.64
1594,24/02/2020 00:00:1627,entry,C,true,4.27
1595,24/02/2020 00:00:1628,exit,S,true,7.86
1596,24/02/2020 00:00:1629,entry,C,true,3.97
1597,24/02/2020 00:00:1630,entry,C,true,4.54
1598,24/02/2020 00:00:1631,entry,C,true,4.66
1599,24/02/2020 00:00:1632,exit,S,true,4.2
1600,24/02/2020 00:00:1633,exit,N,true,4.59
1601,24/02/2020 00:00:1634,exit,S,true,4.99
1602,24/02/2020 00:00:1635,exit,C,true,7.72
1603,24/02/2020 00:00:1636,exit,C,true,4.8
1604,24/02/2020 00:00:1637,exit,S,true,7.52
1605,24/02/2020 00:00:1638,exit,S,true,6.44
1606,24/02/2020 00:00:1639,exit,N,true,4.88
1607,24/02/2020 00:00:1640,exit,S,true,4.33
1608,24/02/2020 00:00:1641,exit,C,true,5.21
1609,24/02/2020 00:00:1642,entry,N,true,5.95
1610,24/02/2020 00:00:1643,exit,C,true,6.83
1611,24/02/2020 00:00:1644,entry,C,true,5.75
1612,24/02/2020 00:00:1645,entry,S,true,7.88
1613,24/02/2020 00:00:1646,entry,C,true,5.81
1614,24/02/2020 00:00:1647,entry,C,true,5
1615,24/02/2020 00:00:1648,entry,N,true,5.45
1616,24/02/2020 00:00:1649,entry,C,true,7.95
1617,24/02/2020 00:00:1650,entry,S,true,7.57
1618,24/02/2020 00:00:1651,entry,N,true,5.76
1619,24/02/2020 00:00:1652,entry,N,true,5.08
1620,24/02/2020 00:00:1653,entry,C,true,8.15
1621,24/02/2020 00:00:1654,entry,N,true,5.18
1622,24/02/2020 00:00:1655,entry,N,true,5.28
1623,24/02/2020 00:00:1656,entry,S,true,4.9
1624,24/02/2020 00:00:1657,entry,C,true,7.82
1625,24/02/2020 00:00:1658,entry,S,true,4.58
1626,24/02/2020 00:00:1659,exit,S,true,7.27
1627,24/02/2020 00:00:1660,exit,C,true,7.66
1628,24/02/2020 00:00:1661,entry,N,true,7.37
1629,24/02/2020 00:00:1662,entry,C,true,5.4
1630,24/02/2020 00:00:1663,entry,S,true,7.29
1631,24/02/2020 00:00:1664,entry,C,true,7.69
1632,24/02/2020 00:00:1665,entry,S,true,5.38
1633,24/02/2020 00:00:1666,entry,N,true,4.47
1634,24/02/2020 00:00:1667,exit,C,true,3.73
1635,24/02/2020 00:00:1668,entry,S,true,8.23
1636,24/02/2020 00:00:1669,entry,N,true,4.21
1637,24/02/2020 00:00:1670,entry,N,true,7.43
1638,24/02/2020 00:00:1671,entry,S,true,5.4
1639,24/02/2020 00:00:1672,entry,C,true,6.57
1640,24/02/2020 00:00:1673,entry,C,true,8.35
1641,24/02/2020 00:00:1674,entry,N,true,7.44
1642,24/02/2020 00:00:1675,entry,C,true,4.85
1643,24/02/2020 00:00:1676,exit,C,true,7.64
1644,24/02/2020 00:00:1677,entry,S,true,7.34
1645,24/02/2020 00:00:1678,entry,C,true,8.23
1646,24/02/2020 00:00:1679,entry,C,true,7.54
1647,24/02/2020 00:00:1680,entry,S,true,7.65
1648,24/02/2020 00:00:1681,entry,C,true,4.37
1649,24/02/2020 00:00:1682,entry,C,true,5.84
1650,24/02/2020 00:00:1683,entry,S,true,4.27
1651,24/02/2020 00:00:1684,entry,C,true,4.01
1652,24/02/2020 00:00:1685,entry,C,true,3.69
1653,24/02/2020 00:00:1686,entry,S,true,6.11
1654,24/02/2020 00:00:1687,entry,S,true,4.17
1655,24/02/2020 00:00:1688,entry,S,true,8.52
1656,24/02/2020 00:00:1689,entry,S,true,4.41
1657,24/02/2020 00:00:1690,entry,S,true,4.73
1658,24/02/2020 00:00:1691,entry,S,true,7.38
1659,24/02/2020 00:00:1692,entry,C,true,7.25
1660,24/02/2020 00:00:1693,entry,N,false,4.97
1661,24/02/2020 00:00:1694,entry,S,true,3.74
1662,24/02/2020 00:00:1695,exit,C,true,3.85
1663,24/02/2020 00:00:1696,entry,N,true,8.49
1664,24/02/2020 00:00:1697,entry,C,true,8.4
1665,24/02/2020 00:00:1698,entry,C,true,4.21
